TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio
RR,住家福美食,"SHOP 49, UG/F, TSUEN WAN CENTRE SHOPPING ARCADE, PHASE 1, 86 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.10884375409636,22.378634411086622,979,4,0,0,0,2,1,0,3,0,39.093134524834184,31900,2.6611425491781193,0.5120247076097413,0.9548883600830338,0.4730899701280948,0.7631366208569119,0.325
RR,Kitchen Corner,"SHOP 44-45 & 66, G/F, CHEONG NING ARCADE, TSUEN CHEONG CENTRE, 130 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1194703309422,22.370795194232272,1004,1,0,0,5,3,0,0,0,1,37.75467914438502,20900,2.5660377358490565,0.48663101604278075,0.911096256684492,0.517379679144385,0.5128644939965694,0.357
RR,Mini Cooker,"SHOP 6, 1/F, CHEONG NING SHOPPING ARCADE, TSUEN CHEONG CENTRE, TSUEN WAN, NEW TERRITORIES",[],114.1203200000001,22.37112000000008,1002,18,0,0,3,3,0,0,1,0,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,Big Bro Cafe,"SHOP NO. 1 , G/F, TSUEN FUNG CENTRE, 144-172 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11858235211974,22.371670432561857,994,14,3,0,0,2,5,0,0,1,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RR,Starbucks Coffee,"SHOP NO.1 , G/F, LIDO AVENUE, LIDO GARDEN, 41-63 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",[],114.05860371611016,22.36612437868776,1064,1,1,0,0,1,0,0,0,0,49.12039624079248,46560,2.9646084337349397,0.539497078994158,0.9283718567437135,0.4699009398018796,0.891566265060241,0.343
RR,VIDI / VICI,"SHOP A & B, G/F, FU WAH BUILDING, 32-36 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11561725387143,22.371271244423127,995,13,0,0,2,6,1,0,5,9,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RR,新貴香園,"SHOP NOS. 53 & 54, 1/F, CHEONG ON ARCADE, TSUEN CHEONG CENTRE, 186-200 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1199242109991,22.371355859735687,1002,12,0,0,0,1,0,0,0,1,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,BURGER LAND,"SHOP B, G/F, TSUEN WAN BUILDING STAGE NO. 2, 77/81 HOI PA STREET & 2 & 6 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11509690532232,22.37237920629437,990,18,0,0,4,5,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,川味美食,"SHOP 17, G/F, UNION BUILDING, 71&73 YUEN TUN CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.11255224333728,22.371678437279385,997,8,0,0,0,6,1,0,0,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,BROWNY CAFE,"SHOP 66A, G/F , CHEONG NING ARCADE, TSUEN CHEONG CENTRE, 130 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1191407782133,22.371690673735067,1002,1,2,0,0,1,1,0,0,1,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,Lucky U,"SHOP 5-7, G/F, FORTUNE MANSION, 105-129 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.111432253435,22.37277068308218,991,8,1,0,0,4,0,0,1,0,36.88699165797706,17500,2.705218617771509,0.4692387904066736,0.8852971845672576,0.49061522419186654,0.3300423131170663,0.308
RR,十八座狗仔粉,"SHOP E, G/F, TSUEN KING BUILDING, 3-5 TSUEN HING PATH, 83-89 HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990,26,0,0,3,5,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,Noah's Kitchen,"SHOP 1, LG/F, NOAH'S ARK HOTEL AND RESORT, NOAH'S ARK, MA WAN PARK, PAK YAN ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0614700000001,22.34821000000005,1742,0,0,0,0,0,0,0,0,1,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,Noah's Kitchen,"SHOP 1, LG/F, NOAH'S ARK HOTEL AND RESORT, NOAH'S ARK, MA WAN PARK, PAK YAN ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0614700000001,22.34821000000005,1742,0,0,0,0,0,0,0,0,1,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,Noah's Kitchen,"SHOP 1, LG/F, NOAH'S ARK HOTEL AND RESORT, NOAH'S ARK, MA WAN PARK, PAK YAN ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0614700000001,22.34821000000005,1742,0,0,0,0,0,0,0,0,1,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,Yuen Kee Restaurant,"G/F, 8 ON WING STREET, TSUEN WAN, NEW TERRITORIES",[],114.1163041508367,22.372644200163265,990,4,1,0,0,1,1,0,1,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,譚仔三哥米線,"THE FIRST FLOOR, PARK TSUEN COMMERCIAL BUILDING, 189 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.117680207881,22.3724716586864,993,4,4,1,0,3,4,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RR,素悅軒,"SHOP NO. 15, G/F, BRIGHTON PLACE, 23 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11739421734468,22.372343289839264,993,9,4,0,0,3,2,0,1,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RR,SAPPORO RAMEN EN,"SHOP B121, B1, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,金雋鍋貼大王,"SHOP NOS. 47, 60 & 61, 1/F, CHEONG NING BUILDING, TSUEN CHEONG CENTRE, 98-128 CASTLE PEAK ROAD, 186-216 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.12033056566509,22.3709512652694,1002,12,0,0,3,4,0,0,2,0,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,糖．公館,"SHOP NO. 7A, G/F, CHEONG TAI BUILDING, 2-4 TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES",[],114.11560560302604,22.372189984830182,990,18,0,0,1,3,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,IN'S CLUB,"SHOP NO. 4, G/F, 156 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11203784593944,22.371966397562986,997,13,0,0,0,4,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,BEANS The Corner,"SHOP 1B, G/F, CHEONG TAI BUILDING, 97-101 HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11560560302604,22.372189984830182,990,18,0,0,1,3,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,82,"SHOP 24, G/F, SHEK PIK RESETTLEMENT, 12-26 LUEN YAN STREET, TSUEN WAN, NEW TERRITORIES",[],114.11747803637638,22.36780553700765,1007,3,3,0,2,3,0,0,0,0,50.48813056379822,28640,2.858960763520679,0.5133531157270029,0.9488130563798219,0.435459940652819,0.5726405090137858,0.18
RR,樂燒遙冰室,"G/F, 13 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05924593753144,22.351521049789863,1742,1,0,0,1,7,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,樂燒遙冰室,"G/F, 13 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05924593753144,22.351521049789863,1742,1,0,0,1,7,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,樂燒遙冰室,"G/F, 13 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05924593753144,22.351521049789863,1742,1,0,0,1,7,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,Dou Zo,"SHOP NO. F5, G/F, BLOCK F, SHEK PIK RESETTLEMENT, 12-26 LUEN YAN STREET, TSUEN WAN, NEW TERRITORIES",[],114.11747803637638,22.36780553700765,1007,3,3,0,2,3,0,0,0,0,50.48813056379822,28640,2.858960763520679,0.5133531157270029,0.9488130563798219,0.435459940652819,0.5726405090137858,0.18
RR,SONG,"SHOP NO. 3, G/F, WO SHING BUILDING, 8 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11742740968124,22.37194858601873,993,14,6,0,0,2,2,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RR,HEARTS,"SHOP 62, G/F (PODIUM B), WEALTHY GARDEN SHOPPING ARCADE, 36-48 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.12178541259924,22.369197813034617,996,10,0,0,0,3,1,0,2,0,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,來多碗香港車仔麵-荃灣分店,"G/F, 42 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11548431688708,22.372742897073152,990,23,0,0,2,0,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,燦記茶室,"G/F, 9 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05932221285036,22.351618824690405,1742,3,1,0,1,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,燦記茶室,"G/F, 9 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05932221285036,22.351618824690405,1742,3,1,0,1,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,燦記茶室,"G/F, 9 MA WAN MAIN STREET VILLAGE EAST, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05932221285036,22.351618824690405,1742,3,1,0,1,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,小越廚,"SHOP D, G/F, DAO SHING BUILDING, 49 HEUNG WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11213800968238,22.37172110116656,997,12,0,0,0,4,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,Crazy Noodle,"SHOP C02A, UPPER GROUND FLOOR, BLOCK 1-10, TSUEN WAN CENTRE PHASE 1, 86 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.10884375409636,22.378634411086622,979,4,0,0,0,2,1,0,3,0,39.093134524834184,31900,2.6611425491781193,0.5120247076097413,0.9548883600830338,0.4730899701280948,0.7631366208569119,0.325
RR,重慶津味小吃,"SHOP NO. 66, G/F, PODIUM B, WEALTHY GARDEN, 12-28 TSUEN FU STREET, TSUEN WAN, NEW TERRITORIES",[],114.12178541259924,22.369197813034617,996,10,0,0,0,3,1,0,2,0,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,Starbucks Coffee,"SHOP 1008 & PORTION OF SHOPFRONT CORRIDOR, 1/F, DISCOVERY PARK, 398 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1126549216512,22.3758308321125,978,14,0,0,0,0,0,0,0,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RR,豚道樂,"G/F, CHEUK MING BUILDING, 63 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11582395160376,22.37163832987269,995,8,0,0,1,4,1,0,1,6,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RR,Yin Yang Coastal,"G/F, MAJOR PORTION, HOUSE 117, D.D. 399, TING KAU VILLAGE, TSUEN WAN, NEW TERRITORIES",[],114.0796498181819,22.37019391841268,970,0,0,0,0,6,1,0,0,0,38.8083634175692,18730,2.747107438016529,0.42839951865222625,0.9103489771359807,0.4651022864019254,0.5867768595041323,0.325
RR,Yin Yang Coastal,"G/F, MAJOR PORTION, HOUSE 117, D.D. 399, TING KAU VILLAGE, TSUEN WAN, NEW TERRITORIES",[],114.0796498181819,22.37019391841268,970,0,0,0,0,6,1,0,0,0,38.8083634175692,18730,2.747107438016529,0.42839951865222625,0.9103489771359807,0.4651022864019254,0.5867768595041323,0.325
RR,DOMINIQUE GEULIN,"MAJOR PORTION OF SHOP G11, G/F, AEON SKYLINE STORE, SKYLINE PLAZA, 88 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11245000000008,22.369560000000035,1014,6,0,0,0,0,0,0,0,0,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,玉,"SHOP 109A, G/F, TOWER 12, RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES",[],114.11308689928984,22.362495007525105,1008,2,0,0,7,3,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RR,Starbucks Coffee,"SHOP NOS. 1001 &1002 AND SEATING AREA NEXT TO SHOP NOS. 1001 & 1002, 1/F, KOLOUR TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RR,Crostini,"SHOP NO. 1003 & OPEN SPACE IN THE COMMON CORRIDOR OPPOSITE TO SHOP NO. 1003, 1/F, KOLOUR · TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RR,Pacific Coffee Company,"SHOP UNIT F1, 1/F, LUK YEUNG GALLERIA, 22-26 WAI TSUEN ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11922893213074,22.373025744395804,1003,13,2,5,2,1,5,0,0,0,49.8834081788649,40040,2.7879595098561536,0.51490540798777,0.9384674183068985,0.44897764188801836,0.6819392647842302,0.237
RR,Aroma Dessert Cafe,"SHOP B, G/F, IAU KEUNG BUILDING, 38-46 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11571683088118,22.3712632397056,995,13,0,0,0,6,1,0,5,9,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RR,Pacific Coffee Company,"F & B 3, GROUND FLOOR OF CITISTORE, KOLOUR · TSUEN WAN II, TWTL 301, TSUEN WAN, NEW TERRITORIES",[],114.10723583900004,22.374444478000044,988,3,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,TPP CANTEEN,"SHOP NO. P8, LEVEL 1, PARK ISLAND PIER, PARK ISLAND , LOT NO. 392, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0643214313613,22.352853814304268,1741,2,0,0,0,0,0,0,0,0,38.2863860187278,56720,2.5312627707396813,0.5796738779463998,0.8264449467226348,0.4300936390054892,0.695136902329383,0.246
RR,Starbucks Coffee,"SHOP 60 & 62 AND ARCADE SEATING AREA IN FRONT OF SHOP 52B, UG/F,  CITYWALK,  1 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11340761655634,22.369975905106383,999,26,0,0,0,1,0,0,0,0,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,Pacific Coffee Company,"SHOP 114, LEVEL 1, CDW BUILDING, 388 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11311609396392,22.37537267728493,978,10,0,0,0,0,0,0,0,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RR,譚仔雲南米線,"SHOP A, G/F , TAK YAN HOUSE STAGE 14, 14-18 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.1152552394733,22.37257647438561,990,23,0,0,3,2,0,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,Sweetheart,"G/F, CHEUK MING MANSION, 8 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11592478589898,22.37158455996382,995,8,0,0,1,4,1,0,0,6,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RR,大鼻滷,"G/F, KWONG FAT BUILDING, 347-355 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11906598793296,22.368660155855423,1013,4,0,0,4,0,0,0,1,0,35.807063851181496,17250,2.4616336633663365,0.4072398190045249,0.918552036199095,0.48366013071895425,0.2264851485148515,0.365
RR,麵屋丸京,"SHOP H1, G/F, WING ON BUILDING, 22-28 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11596744978613,22.37240351381358,990,10,0,0,1,2,1,0,1,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,麵屋福,"SHOP 9, G/F, YEN WAI GARDEN, 16-32 HEUNG SHING STREET, TSUEN WAN, NEW TERRITORIES",[],114.11071384051382,22.371972055347623,997,12,0,0,1,0,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,INDULGE BLANK,"SHOP 12, G/F, CHEONG NING ARCADE, TSUEN CHEONG CENTRE, 130 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1191407782133,22.371690673735067,1002,1,2,0,0,1,1,0,0,1,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,CAFE 362,"SHOP NO. G1, G65, G/F, FORTUNE COMMERCIAL BUILDING, NO.362 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11900086054531,22.368219603024528,1000,1,0,0,1,0,0,0,0,0,37.0651853411963,36490,2.789659224441833,0.5429654591406908,0.9123841617523167,0.45956192080876157,0.6169212690951822,0.254
RR,添記麵皇,"G/F, 42 HEUNG WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.1113430699852,22.371725166389595,997,9,0,0,1,0,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,Mak's Noodle,"SHOP G13 & G15, G/F, CITYWALK, 1 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11340761655634,22.369975905106383,999,26,0,0,0,1,0,0,0,0,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,華星麵館,"SHOP NO. 7, G/F, 4 FU WING STREET, FOO YU BUILDING, TSUEN WAN, NEW TERRITORIES",[],114.11579050781012,22.37249936087639,990,18,0,0,1,2,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,潮州仔食堂,"G/F, WAH HING HOUSE, 341 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11892181919836,22.36872310394827,1013,4,0,0,8,0,0,0,3,0,35.807063851181496,17250,2.4616336633663365,0.4072398190045249,0.918552036199095,0.48366013071895425,0.2264851485148515,0.365
RR,COMEBUY TEA,"SHOP G16 & SEATING AREA OUTSIDE SHOP G16, G/F, PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,團日式拉麵,"SHOP 1 & 2, G/F,  KAM FUNG COURT,18 TAI UK STREET AND 19 WO TIK STREET, TSUEN WAN, NEW TERRITORIES",[],114.11480546654887,22.370052934796576,999,1,2,0,3,0,0,0,4,6,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,Starbucks Coffee,"SHOP G39 WITH ADJOINING SEATING AREA ON THE  GROUND FLOOR OF THE PANDA PLACE OF PANDA HOTEL, NO. 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,八方雲集,"SEATING AREA OUTSIDE SHOP B122A AND SHOP B122A, B1,  PANDA PLACE, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RR,Wonderful Cafe,"SHOP 45 & 48, 1/F,  WALDORF CENTRE, 170-184 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1196076740074,22.3721366128687,1002,6,1,0,0,1,3,0,0,0,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,BUTAO,"SHOP NO. 115, LEVEL 1, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RR,Dumpling House,"SHOP NO.48,49,58 & 59, 1/F, CHEONG ON ARCADE,TSUEN CHEONG CENTRE, 186-200 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1199242109991,22.371355859735687,1002,12,0,0,0,1,0,0,0,1,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,勇仔記車仔麵,"SHOP NO. 12, G/F, ON FU BUILDING, NO. 26 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11548431688708,22.372742897073152,990,23,0,0,2,0,1,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,BETWEEN HARU BY STUDIO  SWEET PETITE K,"UNIT 103, 1/F, THE MILLS, NO. 45 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES",[],114.11017236956872,22.374950355093432,988,15,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,Cha Duk Chang Shop,"MINOR PORTION OF UNITS 122 & 123, 1/F, THE MILLS, 45 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES",[],114.11017236956872,22.374950355093432,988,15,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,Retold,"UNIT 102, 1/F , THE MILLS, NO.45 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES",[],114.11017236956872,22.374950355093432,988,15,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,Makoto Ramen,"SHOP G16, G/F, AEON SKYLINE STORE, SKYLINE PLAZA, 88 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11245000000008,22.369560000000035,1014,6,0,0,0,0,0,0,0,0,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,一家,"SHOP 40, 67, 1/F, CHEONG NING BUILDING, TSUEN CHEONG CENTRE, 202-216 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.12033056566509,22.3709512652694,1002,12,0,0,3,4,0,0,2,0,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,小滋味,"SHOP NOS. G38 & GR38, UPPER GROUND FLOOR, PHASE 1, TSUEN WAN CENTRE SHOPPING ARCADE, 86 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.10884375409636,22.378634411086622,979,4,0,0,0,2,1,0,3,0,39.093134524834184,31900,2.6611425491781193,0.5120247076097413,0.9548883600830338,0.4730899701280948,0.7631366208569119,0.325
RR,漁川米線,"G/F, KWAN SHING BUILDING, 160 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",[],114.12062384845716,22.369679227643505,1004,1,0,0,3,4,0,0,1,1,37.75467914438502,20900,2.5660377358490565,0.48663101604278075,0.911096256684492,0.517379679144385,0.5128644939965694,0.357
